id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4.84856E+15,Mkn8Vh9Zm,6123093495,coueqpd,疫情放开之后我的快递等得是越来越痛苦了,,,,,0,0,0,2022/12/20 0:58,荣耀50 Pro 5G,,,
4.84855E+15,Mkn8bvcoH,1842890712,Ava碎碎念,还是有疫情的惯性，觉得两地通勤是那么困难。19年前苏沪来回就像上学回家一样方便，想去就出发了，为什么现在看个剧都要犹豫。虽然放开了，我的身体还残留着这三年的痕迹,,,,,0,1,0,2022/12/20 0:56,,,,
4.84855E+15,Mkn7704SC,6292525350,爱吃仙人粥啊,好想出去玩啊疫情放开了出去吧出去吧,,,,,0,0,0,2022/12/20 0:54,iPhone客户端,,,
4.84855E+15,Mkn6WEl0t,5690522195,吃草莓不吃草莓味的火星花,可能疫情这几年国家保护得太好了，一放开，病了真是要了半条命,,,,,0,0,0,2022/12/20 0:53,iPhone客户端,,,
4.84855E+15,Mkn6z4vyA,5810239380,小开和馒,重看想见你发现李子维去监狱探望莫俊杰的时候大家都是带着口罩的恍惚了一下想说那时候也没有疫情啊原来设定是03年的非典而播出的时候新冠就爆发了现在电影版准备上映终于也逐渐放开了?,,,,,0,0,0,2022/12/20 0:52,荣耀30 5G,,,
4.84855E+15,Mkn6nvH8e,5924333403,眼睛瞪得-像铜铃,#北京疫情将在春节后降至最低点#这就是国家年前非要放开的原因吧！致死率下降，想趁着春节这全民大迁移的节骨眼儿，全民来一波，为了年后好全面复工复产,,,,北京疫情将在春节后降至最低点,1,0,6,2022/12/20 0:52,Redmi 10X 全芯超越,['https://wx1.sinaimg.cn/large/006sVTKzly1h99lt644g6j30qy18q43j.jpg'],,
4.84855E+15,Mkn5q9m5D,3982031193,鳳凰鳴於高岡,诶，这才是真的“文人雅致”呢。因疫情而幽居于校，封闭前不得出，放开后不敢出，时局多艰，兼有头痛、失眠，不亦悲矣夫。,,北京·中国社会科学院大学,,,0,7,1,2022/12/20 0:49,HarmonyOS設備,['https://wx2.sinaimg.cn/large/ed58f959ly1h99lnsowadj21400u0ai5.jpg'],,
4.84855E+15,Mkn5pvvbN,2801946817,谁哒青春不迷茫,世界杯梅西赢了，我特别开心，但是作为伪足球迷，说不出什么别出心裁祝福的话，因为我就是十二年前的夏天看了一届世界杯，认识了梅西C罗，所以他们算我青春的一个符号，现在他们职业生涯要落幕了，我们这代人貌似也跟着老了。疫情三年很辛苦，一朝放开全羊了，对于天天家里躺羊羊的我来说，这届世界杯最好的事就是梅西圆满了，我赌阿根廷赢了翻倍，最后一天拍拍乐活动中了最高的一次二等奖，双份～开心?,,,,,0,1,2,2022/12/20 0:49,iPhone客户端,['https://wx4.sinaimg.cn/large/a70250c1ly1h99jmu5e8cj20qo1lrn5a.jpg'],,
4.84855E+15,Mkn5oCgdn,6173029269,22年的橙子努力变更好,我们之前的疫情防控是对的，可我们现在实在撑不住了，是被动的主动。我们国家的人口基数很大，肯定会有很多人，因放开而失去生命，这是天灾，但我们国家已经竭尽全力。大家一定要尽力保护好家里的老人孩子。,,,,,0,0,1,2022/12/20 0:49,小米8周年旗舰手机,,,
4.84855E+15,Mkn4t3vog,7198013283,小胡男友啊,疫情放开后注定会有很多悲惨故事…重压之下甚至没有与他们共情的机会，每个人都需要为自己和家人的健康负责，我不会去恨那些屯药人，因为他们的嗅觉确实很灵敏…如果要恨，那就恨自己没有稍微长远一点点的眼光和抗风险能力！当下，谁能拿到药，买到抗原，有防疫物资，谁就可以更安全自由的生存，谩骂那些屯药人更像是在无力的哀嚎！吵闹且无效…,,,,,0,0,0,2022/12/20 0:47,小米10S,,,
4.8489E+15,MkwbB1ImQ,6812107866,学会接受平庸,新冠肺炎阳性纪实12月18日，星期天，早晨七点多起床，为了赶时间就没刷牙洗脸直接去食堂拿饭（这里解释一下由于疫情突然放开导致阳性人员增多，食堂由堂食转为打包带走），拿着饭到办公室就开始吃，吃完之后，感觉嗓子有点干（其实我最早感觉嗓子有点不舒服是在刚才打饭的时候，因此我看到食堂还有汤提供的时候，也打了一份回去喝），于是想去开水器接点热水喝，结果两台开水器都罢工了，我也不知道是什么原因，甚至怀疑是我自己不会用，但它上面一共就四个按键，怎么按都没用，于是我就放弃了。上午十点多一点，我感觉自己有点发烧，当时就有点慌，于是就准备做个抗原，但是由于我们项目买的抗原都是需要荧光灯才能看几条杠的，而买抗原的人不知道什么原因就只买了数量远少于抗原检测试剂的荧光灯，所以我就没做成（这里纠正一下标题里所说的阳性，其实在发烧的这三天里其实我没有做过一次严格意义上的核酸或者抗原，无法证明我阳了，但我的症状和阳了相差无几，所以）。于是我开始向别人借温度计（期间有一个人经过，听到我要量体温，于是用体温枪给我测了一下，结果是正常，后来的经历告诉我体温枪屁用没有）。大概11点，我回到宿舍，借到了体温计，量了一下，结果37度8，我知道，我完了。半个小时后又量了一次38度4，然后抓紧时间向别人借退烧药，吃了一片，在接下来的十多个小时里，我几乎是每隔半个小时量一次体温，最高的一次达到了39度4当时我都害怕了，于是我又接着量了一次，结果是没到39度。在这十多个小时里，我又吃了两片退烧药，都是卡着上一片药吃完6个小时吃的，生怕吃慢了烧得更厉害。晚上11点多吃完第三片退烧药后我就睡觉了。（说一下，由于我的室友由于各种各样的原因都不住在我们宿舍了，所以我可以说是独居了，所以，当我38度甚至39度的时候我是不敢睡的，因为我担心一旦我睡着了要是烧糊涂了可连个叫救护车的人都没有）所以自己孤身在外一定要照顾好自己，凡事要多做准备，尤其是在健康这方面。,,,,,0,3,0,2022/12/20 23:59,HUAWEI nova 3e,,,
4.8489E+15,MkwaWh6TQ,3264478294,年年岁岁暮暮朝朝_,起床吐了，还是三十九度多。难受的想死，如果是这种程度，老年人根本承受不住，浙江疫情本不严重，根本没必要全面放开,,,,,0,1,1,2022/12/20 23:58,OPPO Reno5 5G,,,
4.8489E+15,MkwaP69kY,6361370193,糖泰忠,我发现以前疫情封闭的时候，各大小区的团长在群里统计人数，算菜品价格，送货跑的比谁都快。物业就像边境口岸，保安就像FBI。现在放开之后，小区多少人阳了，有没有药，要不要协调一下，人全都消失了一样。,,泰州,,,0,2,9,2022/12/20 23:58,江苏的泰州iPhone客户端,,,
4.8489E+15,MkwaEw8ji,6508391422,鼓壶,疫情放开后我真的恶心着民意这种东西，把西方的全部视为圭臬，惜老怜弱防患的人文被冠以自由科学的利己主义煽动者无视践踏，不再觉得这样聚集起来的人群会有什么长久的好方向发展，大家一起烂,,,,,0,0,0,2022/12/20 23:57,微博轻享版,,,
4.8489E+15,MkwaqDUh8,6245674714,我是最幸运的锦鲤宝宝,今天又注定是一个不眠夜。想不清楚。给我一万个理由，我也想不清楚。《一，疫情》自放开以来，疫情扩散迅速。妹妹8号晚上阳的。症状非常严重。到今天20号了，还在咳嗽。12天了。前天核酸转阴了后才告诉我妈。昨天中午妹妹回来，我妈让姐夫把外婆送回家，又让我姐和孩子回去了。我回家时我妈第一句就是你回来干什么。你自己身体你不清楚吗？我说没事，核酸阴了没事了。然后带着口罩给妹妹消毒妹妹赶紧换衣服用84把衣服洗了，我又拿84拖了一遍地。我说妹妹可怜，一个人租房子，发烧浑身疼的，外卖也不营养。把病毒扛过去实在不容易。只身在外的。我妹妹说没事，她房东可好，偶尔给她送饭。我爸怪我们不告诉他，我说给你们说了也没用。还惹得受急躁。我爸说说了肯定去榆林伺候，他们老了啥都没关系，你们年轻了你们才要好好活了。晚上我二姐发烧了。8天前我二姐夫上班阳了，赶紧自己出去住酒店，我问我妈出去住怎么吃饭呀。西安外卖都几乎瘫痪了。再发烧啥的，我二姐说没办法，哺乳期妇女和刚四个月婴儿。然后那天开始备小孩药，西安没有了，妹妹还阳着出不来，只能我买。哪里都没有，我的好友腾我说我二姐夫感冒了不知道是不是阳了，她刚弄的抗原给了我说你紧急你先拿。当然了她自己和亲戚的也留了不少。但这份情我依然记得。八天后，在大门不出二门不迈的情况下我二姐阳了。整整八天的潜伏期。我妈着急忙慌说她去西安，我说最好让我二姐回来，路上病毒太多，毒株也不一样，去了肯定阳万一交叉感染，再去了阳哪有精力照顾二姐和孩子。二姐公婆也都阳了病倒了。我二姐又担心孩子太小，坐不了长途。二姐夫身体还没恢复，也开不来长途。准备让姐夫去接，我妈说不能让我姐夫去，车里消毒水味道太重了，再万一交叉感染再给小孩传染。我说不行我们去，一家人都不同意，怕我感染了。最后我妹妹说她让她朋友去吧。他俩都刚阳过去。最后二姐说保姆还没倒下，还能支撑俩天。等保姆倒下了二姐夫好了。实在不行了再想办法。我爸妈说没事回来。他们等着阳。我爸身体也一直比较弱，实在不易感染。都年纪大了，但是为了自己的孩子义无反顾。,,,,,0,0,0,2022/12/20 23:57,iPhone 12,,,
4.8489E+15,Mkwaqk7vb,6771386002,JoyLee017,被迫成为了疫情放开后某些牟取暴利的商家的羊毛，花了大价钱买了一盒抗原，一支体温计，还有两盒感冒药，价格比平常不知道翻了多少倍，然而还要为这个感到庆幸，因为周围已经有人阳了，而我一点感冒药都没备。今天上网打算买点N95口罩，发现居然如此难买，仿佛和20年新冠刚爆发时一样，N95又一次成为了紧缺品。,,,,,0,0,0,2022/12/20 23:57,iPhone客户端,,,
4.8489E+15,MkwapaoyD,7512205597,独白女将,我有多久没有来过微博了好久好久不是状态变好了是麻木了是算了吧过一日算一日吧最近才是最难熬的全面放开疫情扑面而来就在身边小心焦虑各种复杂伴随着我胸口很闷不看抖音画面一一回放直戳心窝疼还是很疼各种不适感不应该是这个样子的啊我怎么觉得过不去了呢,,,,,0,0,0,2022/12/20 23:56,iPhone客户端,,,
